"","","","edge_btw"
"470","Brook Lopez","Joe Harris","40.1065960787855"
"471","Brook Lopez","Caris LeVert","55.3693041221989"
"472","Brook Lopez","Rondae Hollis-Jefferson","50.5266676555879"
"473","Brook Lopez","Bojan Bogdanovic","59.3865408040919"
"474","Brook Lopez","Wayne Ellington","49.7003440426016"
"475","Brook Lopez","Thaddeus Young","61.6792796300781"
"476","Brook Lopez","Mason Plumlee","118.148585831705"
"477","Brook Lopez","Shaun Livingston","55.252893640253"
"478","Brook Lopez","MarShon Brooks","93.051584536527"
"479","Brook Lopez","Gerald Green","66.7858044914461"
"480","Brook Lopez","Derrick Favors","92.4925733613421"
"481","Brook Lopez","Devin Harris","103.449421121554"
"482","Brook Lopez","Courtney Lee","93.1412784045754"
"483","Brook Lopez","Vince Carter","85.4564946234433"
"484","Brook Lopez","Ryan Anderson","87.7808050856454"
"485","Christian Wood","Pat Connaughton","32.3127445897391"
"486","Christian Wood","Ersan Ilyasova","42.0580535497958"
"487","Christian Wood","Sterling Brown","40.5553784338152"
"488","Christian Wood","Tony Snell","35.234985441509"
"489","Christian Wood","Matthew Dellavedova","45.0271531616784"
"490","Christian Wood","D.J. Wilson","40.5553784338152"
"491","Christian Wood","John Henson","20.8636010365926"
"492","Christian Wood","Thon Maker","35.5260572628798"
"493","Christian Wood","Bonzie Colson","45.0257593065253"
"494","Christian Wood","Donte DiVincenzo","45.0257593065253"
"495","Christian Wood","Jaylen Morris","25.2891898156228"
"496","Christian Wood","Trevon Duval","45.0257593065253"
"497","Christian Wood","Kemba Walker","44.8994679899605"
"498","Christian Wood","Jeremy Lamb","47.6922839066169"
"499","Christian Wood","Cody Zeller","41.0831888938615"
"500","Christian Wood","Marvin Williams","61.340229691565"
"501","Christian Wood","Nicolas Batum","44.9583233381233"
"502","Christian Wood","Frank Kaminsky","43.0950477119983"
"503","Christian Wood","Michael Kidd-Gilchrist","41.0831888938615"
"504","Christian Wood","Treveon Graham","47.1614264276582"
"505","Christian Wood","Marco Belinelli","78.233088542136"
"506","Christian Wood","JaKarr Sampson","69.8670980284038"
"507","Christian Wood","Jahlil Okafor","66.9888565233205"
"508","Christian Wood","Robert Covington","62.1540725939878"
"509","Christian Wood","Richaun Holmes","54.4394763502656"
"510","Christian Wood","Isaiah Canaan","69.1626175939515"
"511","Christian Wood","Jerami Grant","49.7538509331736"
"512","Christian Wood","Nerlens Noel","76.608317486195"
"513","Pat Connaughton","Ersan Ilyasova","72.3287738922866"
"514","Pat Connaughton","Sterling Brown","35.4564431082871"
"515","Pat Connaughton","Tony Snell","43.2089268444297"
"516","Pat Connaughton","Matthew Dellavedova","40.2742414169494"
"517","Pat Connaughton","D.J. Wilson","35.4564431082871"
"518","Pat Connaughton","John Henson","32.2623494179276"
"519","Pat Connaughton","Thon Maker","30.7740652890284"
"520","Pat Connaughton","Bonzie Colson","37.0416755031598"
"521","Pat Connaughton","Donte DiVincenzo","37.0416755031598"
"522","Pat Connaughton","Jaylen Morris","39.7612836348911"
"523","Pat Connaughton","Trevon Duval","37.0416755031598"
"524","Pat Connaughton","Noah Vonleh","57.6557277516386"
"525","Pat Connaughton","Shabazz Napier","41.4218396588945"
"526","Pat Connaughton","Ed Davis","62.5162736401604"
"527","Pat Connaughton","Allen Crabbe","31.5799852996771"
"528","Pat Connaughton","Mason Plumlee","73.4386791483933"
"529","Pat Connaughton","Tim Frazier","83.1089501372611"
"530","Ersan Ilyasova","Sterling Brown","72.0629865252822"
"531","Ersan Ilyasova","Tony Snell","37.919268213933"
"532","Ersan Ilyasova","Matthew Dellavedova","36.3421715470314"
"533","Ersan Ilyasova","D.J. Wilson","72.0629865252822"
"534","Ersan Ilyasova","John Henson","19.6082709893569"
"535","Ersan Ilyasova","Thon Maker","51.5318748460426"
"536","Ersan Ilyasova","Bonzie Colson","87.9493237563094"
"537","Ersan Ilyasova","Donte DiVincenzo","87.9493237563094"
"538","Ersan Ilyasova","Jaylen Morris","30.5698960524555"
"539","Ersan Ilyasova","Trevon Duval","87.9493237563094"
"540","Ersan Ilyasova","John Collins","47.0584017990076"
"541","Ersan Ilyasova","Taurean Prince","39.0738508680941"
"542","Ersan Ilyasova","Kent Bazemore","36.2553925993956"
"543","Ersan Ilyasova","Dewayne Dedmon","49.5927386026875"
"544","Ersan Ilyasova","DeAndre' Bembry","47.0584017990076"
"545","Ersan Ilyasova","Tyler Dorsey","47.0584017990076"
"546","Ersan Ilyasova","Miles Plumlee","21.4282669376222"
"547","Ersan Ilyasova","Tyler Cavanaugh","65.4218254921943"
"548","Ersan Ilyasova","Mike Muscala","68.2587829910772"
"549","Ersan Ilyasova","Marco Belinelli","63.3775748212345"
"550","Ersan Ilyasova","Dennis Schroder","41.7884718385339"
"551","Ersan Ilyasova","Damion Lee","50.7672652745771"
"552","Ersan Ilyasova","Cameron Payne","81.6537176965471"
"553","Ersan Ilyasova","Enes Kanter","91.0217566363735"
"554","Ersan Ilyasova","Victor Oladipo","61.5184805640557"
"555","Ersan Ilyasova","Domantas Sabonis","75.1560898053461"
"556","Ersan Ilyasova","Russell Westbrook","51.3709723579314"
"557","Ersan Ilyasova","Steven Adams","54.7774293263603"
"558","Ersan Ilyasova","Alex Abrines","80.0581428391551"
"559","Ersan Ilyasova","Marcus Morris","64.3267091178516"
"560","Ersan Ilyasova","Aron Baynes","75.1634925401603"
"561","Ersan Ilyasova","Kentavious Caldwell-Pope","56.1857638039773"
"562","Ersan Ilyasova","Spencer Dinwiddie","44.6585301330037"
"563","Ersan Ilyasova","Andre Drummond","41.6953787310004"
"564","Ersan Ilyasova","Reggie Jackson","43.7260300473333"
"565","Ersan Ilyasova","Reggie Bullock","49.0542469828127"
"566","Ersan Ilyasova","Stanley Johnson","56.9858065434107"
"567","Ersan Ilyasova","Jodie Meeks","71.3164572189738"
"568","Ersan Ilyasova","Anthony Tolliver","68.4173819363397"
"569","Ersan Ilyasova","Jabari Parker","51.5982795300565"
"570","Ersan Ilyasova","Jared Dudley","50.6096107608615"
"571","Ersan Ilyasova","Zaza Pachulia","45.1346169350405"
"572","Ersan Ilyasova","Brandon Knight","45.7385180702689"
"573","Ersan Ilyasova","Jerryd Bayless","65.0280499988342"
"574","Ersan Ilyasova","DJ Stephens","83.6685362356395"
"575","Ersan Ilyasova","Ekpe Udoh","48.5883917011819"
"576","Ersan Ilyasova","Tobias Harris","60.2604401663788"
"577","Ersan Ilyasova","Luc Mbah a Moute","71.6701595558405"
"578","Ersan Ilyasova","Jon Leuer","42.0681651646216"
"579","Ersan Ilyasova","Shaun Livingston","52.677652506705"
"580","Ersan Ilyasova","Andrew Bogut","59.1211433960789"
"581","Sterling Brown","Tony Snell","27.5199383638478"
"582","Sterling Brown","Matthew Dellavedova","24.807203181784"
"583","Sterling Brown","D.J. Wilson","1"
"584","Sterling Brown","John Henson","18.45233966141"
"585","Sterling Brown","Thon Maker","2.96295866435072"
"586","Sterling Brown","Bonzie Colson","3.74573387519357"
"587","Sterling Brown","Donte DiVincenzo","3.74573387519357"
"588","Sterling Brown","Jaylen Morris","20.1610045396761"
"589","Sterling Brown","Trevon Duval","3.74573387519357"
"590","Sterling Brown","Jabari Parker","33.898532921286"
"591","Sterling Brown","Greg Monroe","54.7435855169902"
"592","Sterling Brown","Gary Payton II","31.1025989737604"
"593","Tony Snell","Matthew Dellavedova","21.628702240753"
"594","Tony Snell","D.J. Wilson","27.5199383638478"
"595","Tony Snell","John Henson","13.6624264649185"
"596","Tony Snell","Thon Maker","18.8500840840819"
"597","Tony Snell","Bonzie Colson","38.0405378143197"
"598","Tony Snell","Donte DiVincenzo","38.0405378143197"
"599","Tony Snell","Jaylen Morris","27.2966368988766"
"600","Tony Snell","Trevon Duval","38.0405378143197"
"601","Tony Snell","Jabari Parker","16.158702388986"
"602","Tony Snell","Greg Monroe","37.9296487460284"
"603","Tony Snell","Gary Payton II","33.9925528233767"
"604","Tony Snell","Miles Plumlee","49.7283418545954"
"605","Tony Snell","Michael Beasley","54.6922829822528"
"606","Tony Snell","Bobby Portis","30.646278604414"
"607","Tony Snell","Cristiano Felicio","30.646278604414"
"608","Tony Snell","Joakim Noah","66.1081611564242"
"609","Tony Snell","Doug McDermott","53.1363678277811"
"610","Tony Snell","Nikola Mirotic","48.5693868579589"
"611","Tony Snell","E'Twaun Moore","64.3570132558491"
"612","Tony Snell","Pau Gasol","64.1745865063696"
"613","Tony Snell","Jimmy Butler","37.6474174673781"
"614","Tony Snell","Derrick Rose","54.1320377074018"
"615","Tony Snell","Taj Gibson","38.3107752572854"
"616","Tony Snell","Luol Deng","52.0935244076725"
"617","Matthew Dellavedova","D.J. Wilson","24.807203181784"
"618","Matthew Dellavedova","John Henson","17.6442248412498"
"619","Matthew Dellavedova","Thon Maker","15.6387539050547"
"620","Matthew Dellavedova","Bonzie Colson","32.234500010944"
"621","Matthew Dellavedova","Donte DiVincenzo","32.234500010944"
"622","Matthew Dellavedova","Jaylen Morris","24.6089978782629"
"623","Matthew Dellavedova","Trevon Duval","32.234500010944"
"624","Matthew Dellavedova","Jabari Parker","36.6552876335262"
"625","Matthew Dellavedova","Greg Monroe","31.0878367408422"
"626","Matthew Dellavedova","Gary Payton II","27.5398240214906"
"627","Matthew Dellavedova","Miles Plumlee","36.2603084282495"
"628","Matthew Dellavedova","Michael Beasley","64.6205069987366"
"629","Matthew Dellavedova","Kevin Love","55.9846404162474"
"630","Matthew Dellavedova","Tristan Thompson","49.6305900568891"
"631","Matthew Dellavedova","Kyrie Irving","61.6416450784379"
"632","Matthew Dellavedova","Iman Shumpert","80.2660243739956"
"633","Matthew Dellavedova","LeBron James","39.8704432015376"
"634","Matthew Dellavedova","Joe Harris","33.5564350067512"
"635","Matthew Dellavedova","Dion Waiters","55.1030710741679"
"636","Matthew Dellavedova","Tyler Zeller","56.2195912821555"
"637","Matthew Dellavedova","CJ Miles","70.3246264116126"
"638","D.J. Wilson","John Henson","18.45233966141"
"639","D.J. Wilson","Thon Maker","2.96295866435072"
"640","D.J. Wilson","Bonzie Colson","3.74573387519357"
"641","D.J. Wilson","Donte DiVincenzo","3.74573387519357"
"642","D.J. Wilson","Jaylen Morris","20.1610045396761"
"643","D.J. Wilson","Trevon Duval","3.74573387519357"
"644","D.J. Wilson","Jabari Parker","33.898532921286"
"645","D.J. Wilson","Greg Monroe","54.7435855169902"
"646","D.J. Wilson","Gary Payton II","31.1025989737604"
"647","John Henson","Thon Maker","12.1821067779035"
"648","John Henson","Bonzie Colson","25.2815303433238"
"649","John Henson","Donte DiVincenzo","25.2815303433238"
"650","John Henson","Jaylen Morris","16.0685716652174"
"651","John Henson","Trevon Duval","25.2815303433238"
"652","John Henson","Jabari Parker","24.5347873992215"
"653","John Henson","Greg Monroe","30.0873201189837"
"654","John Henson","Gary Payton II","24.4021233733072"
"655","John Henson","Miles Plumlee","37.5735055257231"
"656","John Henson","Michael Beasley","61.0872659288873"
"657","John Henson","Michael Carter-Williams","44.1068948688561"
"658","John Henson","Jerryd Bayless","72.0941681036828"
"659","John Henson","Jared Dudley","44.4919258131572"
"660","John Henson","Zaza Pachulia","65.8424595086292"
"661","John Henson","Brandon Knight","21.7215619873524"
"662","John Henson","DJ Stephens","50.8518018221777"
"663","John Henson","Ekpe Udoh","46.1147155162479"
"664","John Henson","Tobias Harris","65.9251784214705"
"665","John Henson","Luc Mbah a Moute","60.9875081817041"
"666","Thon Maker","Bonzie Colson","6.35778940341673"
"667","Thon Maker","Donte DiVincenzo","6.35778940341673"
"668","Thon Maker","Jaylen Morris","13.9052381803947"
"669","Thon Maker","Trevon Duval","6.35778940341673"
"670","Thon Maker","Jabari Parker","28.3845758856898"
"671","Thon Maker","Greg Monroe","42.7860483804957"
"672","Thon Maker","Gary Payton II","24.3364617803021"
"673","Thon Maker","Miles Plumlee","63.9975086776983"
"674","Thon Maker","Michael Beasley","96.4353760491325"
"675","Bonzie Colson","Donte DiVincenzo","1"
"676","Bonzie Colson","Jaylen Morris","21.9185521458912"
"677","Bonzie Colson","Trevon Duval","1"
"678","Donte DiVincenzo","Jaylen Morris","21.9185521458912"
"679","Donte DiVincenzo","Trevon Duval","1"
"680","Jaylen Morris","Trevon Duval","21.9185521458912"
"681","Jaylen Morris","John Collins","14.749001431283"
"682","Jaylen Morris","Taurean Prince","22.0224195838298"
"683","Jaylen Morris","Kent Bazemore","36.2464652666131"
"684","Jaylen Morris","Dewayne Dedmon","60.0175575584659"
"685","Jaylen Morris","DeAndre' Bembry","14.749001431283"
"686","Jaylen Morris","Tyler Dorsey","14.749001431283"
"687","Jaylen Morris","Miles Plumlee","34.7777272402802"
"688","Jaylen Morris","Tyler Cavanaugh","36.7530894600673"
"689","Jaylen Morris","Mike Muscala","58.9586653185976"
"690","Jaylen Morris","Marco Belinelli","91.3836894245384"
"691","Jaylen Morris","Dennis Schroder","45.2374903339299"
"692","Jaylen Morris","Damion Lee","31.1083927594714"
"693","Zach LaVine","JaKarr Sampson","31.5905148786942"
"694","Zach LaVine","Lauri Markkanen","16.5953440697246"
"695","Zach LaVine","Jabari Parker","32.6288755939691"
"696","Zach LaVine","Walter Lemon Jr.","18.4136347417665"
"697","Zach LaVine","Bobby Portis","14.9023456068913"
"698","Zach LaVine","Kris Dunn","5.58322230065364"
"699","Zach LaVine","Justin Holiday","52.9714048164177"
"700","Zach LaVine","Wendell Carter Jr.","25.0820748538614"
"701","Zach LaVine","Robin Lopez","51.4770536342759"
"702","Zach LaVine","Antonio Blakeney","16.5953440697246"
"703","Zach LaVine","Ryan Arcidiacono","16.5953440697246"
"704","Zach LaVine","Shaquille Harrison","26.8865510374294"
"705","Zach LaVine","Cameron Payne","26.307911389943"
"706","Zach LaVine","Chandler Hutchison","25.0820748538614"
"707","Zach LaVine","Brandon Sampson","25.0820748538614"
"708","Zach LaVine","Cristiano Felicio","14.9023456068913"
"709","Zach LaVine","Rawle Alkins","25.0820748538614"
"710","Zach LaVine","Tyler Ulis","27.930581861655"
"711","Zach LaVine","David Nwaba","40.473132061234"
"712","Zach LaVine","Jerian Grant","49.6569210041659"
"713","Zach LaVine","Nikola Mirotic","26.6100275313092"
"714","Zach LaVine","Quincy Pondexter","50.35690113922"
"715","Zach LaVine","Ricky Rubio","66.1999472554833"
"716","Zach LaVine","Nemanja Bjelica","37.5009870899291"
"717","Zach LaVine","Karl-Anthony Towns","25.9153186635556"
"718","Zach LaVine","Andrew Wiggins","21.0216011808974"
"719","Zach LaVine","Tyus Jones","25.9153186635556"
"720","Zach LaVine","Gorgui Dieng","21.1130988208727"
"721","Zach LaVine","Thaddeus Young","59.5833897488335"
"722","Zach LaVine","Lorenzo Brown","77.3085474597709"
"723","Zach LaVine","Corey Brewer","130.604133131481"
"724","JaKarr Sampson","Lauri Markkanen","49.2543529099621"
"725","JaKarr Sampson","Jabari Parker","37.3369880130769"
"726","JaKarr Sampson","Walter Lemon Jr.","34.1083148297995"
"727","JaKarr Sampson","Bobby Portis","29.557865518539"
"728","JaKarr Sampson","Kris Dunn","39.6352950388267"
"729","JaKarr Sampson","Justin Holiday","53.1788846818996"
"730","JaKarr Sampson","Wendell Carter Jr.","62.0711979315351"
"731","JaKarr Sampson","Robin Lopez","41.5350053805284"
"732","JaKarr Sampson","Antonio Blakeney","49.2543529099621"
"733","JaKarr Sampson","Ryan Arcidiacono","49.2543529099621"
"734","JaKarr Sampson","Shaquille Harrison","40.5995147238044"
"735","JaKarr Sampson","Cameron Payne","43.5866941491993"
"736","JaKarr Sampson","Chandler Hutchison","62.0711979315351"
"737","JaKarr Sampson","Brandon Sampson","62.0711979315351"
"738","JaKarr Sampson","Cristiano Felicio","29.557865518539"
"739","JaKarr Sampson","Rawle Alkins","62.0711979315351"
"740","JaKarr Sampson","Tyler Ulis","39.016927485774"
"741","JaKarr Sampson","George Hill","90.4681568906484"
"742","JaKarr Sampson","Garrett Temple","72.7715969126501"
"743","JaKarr Sampson","Vince Carter","81.2778891064525"
"744","JaKarr Sampson","Buddy Hield","38.8017612092482"
"745","JaKarr Sampson","De'Aaron Fox","54.0953514388635"
"746","JaKarr Sampson","Bogdan Bogdanovic","54.0953514388635"
"747","JaKarr Sampson","Willie Cauley-Stein","39.3614085667041"
"748","JaKarr Sampson","Justin Jackson","54.0953514388635"
"749","JaKarr Sampson","Frank Mason","54.0953514388635"
"750","JaKarr Sampson","Kosta Koufos","61.4267270071237"
"751","JaKarr Sampson","Skal Labissiere","44.7863922815988"
"752","JaKarr Sampson","Malachi Richardson","71.9499347514224"
"753","JaKarr Sampson","Jahlil Okafor","52.883636167394"
"754","JaKarr Sampson","Robert Covington","81.7786132950663"
"755","JaKarr Sampson","Richaun Holmes","65.5777975285781"
"756","JaKarr Sampson","Isaiah Canaan","41.1950706438694"
"757","JaKarr Sampson","Jerami Grant","66.3149125418264"
"758","JaKarr Sampson","Nerlens Noel","88.1220735982863"
"759","JaKarr Sampson","Luc Mbah a Moute","88.0057260566435"
"760","JaKarr Sampson","Tim Frazier","65.1670853180223"
"761","JaKarr Sampson","Michael Carter-Williams","62.6458979936229"
"762","Lauri Markkanen","Jabari Parker","37.2064842341782"
"763","Lauri Markkanen","Walter Lemon Jr.","11.5487819762197"
"764","Lauri Markkanen","Bobby Portis","14.4523168996398"
"765","Lauri Markkanen","Kris Dunn","7.87251323469243"
"766","Lauri Markkanen","Justin Holiday","77.1067621698206"
"767","Lauri Markkanen","Wendell Carter Jr.","4.833020567036"
"768","Lauri Markkanen","Robin Lopez","65.1044497812618"
"769","Lauri Markkanen","Antonio Blakeney","1"
"770","Lauri Markkanen","Ryan Arcidiacono","1"
"771","Lauri Markkanen","Shaquille Harrison","20.398541351703"
"772","Lauri Markkanen","Cameron Payne","24.2870335355957"
"773","Lauri Markkanen","Chandler Hutchison","4.833020567036"
"774","Lauri Markkanen","Brandon Sampson","4.833020567036"
"775","Lauri Markkanen","Cristiano Felicio","14.4523168996398"
"776","Lauri Markkanen","Rawle Alkins","4.833020567036"
"777","Lauri Markkanen","Tyler Ulis","25.8008904367219"
"778","Lauri Markkanen","David Nwaba","52.5369339952876"
"779","Lauri Markkanen","Jerian Grant","45.8187083721188"
"780","Lauri Markkanen","Nikola Mirotic","30.8713550596067"
"781","Lauri Markkanen","Quincy Pondexter","65.0222349090372"
"782","Jabari Parker","Walter Lemon Jr.","39.3482732546904"
"783","Jabari Parker","Bobby Portis","20.4696963748694"
"784","Jabari Parker","Kris Dunn","37.6739329172063"
"785","Jabari Parker","Justin Holiday","49.3175576625788"
"786","Jabari Parker","Wendell Carter Jr.","44.6280825482409"
"787","Jabari Parker","Robin Lopez","42.3983536578422"
"788","Jabari Parker","Antonio Blakeney","37.2064842341782"
"789","Jabari Parker","Ryan Arcidiacono","37.2064842341782"
"790","Jabari Parker","Shaquille Harrison","20.1899485805255"
"791","Jabari Parker","Cameron Payne","23.3948282065116"
"792","Jabari Parker","Chandler Hutchison","44.6280825482409"
